2025-04-16	ODIHAM	dp	8	2025-04-16 08:30:00 UTC	3.5
2025-04-16	ODIHAM	dp	9	2025-04-16 09:30:00 UTC	3.2
2025-04-16	ODIHAM	dp	10	2025-04-16 10:30:00 UTC	3.7
2025-04-16	ODIHAM	dp	11	2025-04-16 11:30:00 UTC	3.7
2025-04-16	ODIHAM	dp	12	2025-04-16 12:30:00 UTC	-0.3
2025-04-16	ODIHAM	dp	13	2025-04-16 13:30:00 UTC	0.0
2025-04-16	ODIHAM	dp	14	2025-04-16 14:30:00 UTC	0.1
2025-04-16	ODIHAM	dp	15	2025-04-16 15:30:00 UTC	0.2
2025-04-16	ODIHAM	dp	16	2025-04-16 16:30:00 UTC	1.9
2025-04-16	ODIHAM	dp	17	2025-04-16 17:30:00 UTC	2.6
2025-04-16	ODIHAM	dp	18	2025-04-16 18:30:00 UTC	2.8
2025-04-16	ODIHAM	dp	19	2025-04-16 19:30:00 UTC	2.7
2025-04-16	ODIHAM	dp	20	2025-04-16 20:30:00 UTC	2.8
2025-04-16	ODIHAM	dp	21	2025-04-16 21:30:00 UTC	1.7
2025-04-16	ODIHAM	dp	22	2025-04-16 22:30:00 UTC	2.7
2025-04-16	ODIHAM	dp	23	2025-04-16 23:30:00 UTC	3.2
2025-04-17	ODIHAM	dp	0	2025-04-17 00:30:00 UTC	2.9
2025-04-17	ODIHAM	dp	1	2025-04-17 01:30:00 UTC	3.5
2025-04-17	ODIHAM	dp	2	2025-04-17 02:30:00 UTC	2.0
2025-04-17	ODIHAM	dp	3	2025-04-17 03:30:00 UTC	3.4
2025-04-17	ODIHAM	dp	4	2025-04-17 04:30:00 UTC	0.7
2025-04-17	ODIHAM	dp	5	2025-04-17 05:30:00 UTC	-0.4
2025-04-10	ODIHAM	h	0	2025-04-10 00:30:00 UTC	79.9
2025-04-10	ODIHAM	h	1	2025-04-10 01:30:00 UTC	82.8
2025-04-10	ODIHAM	h	2	2025-04-10 02:30:00 UTC	85.2
2025-04-10	ODIHAM	h	3	2025-04-10 03:30:00 UTC	88.4
2025-04-10	ODIHAM	h	4	2025-04-10 04:30:00 UTC	91.6
